claim,claim_en,verdict,train_mask,val_mask,test_mask
Covid-19 trial participants who received the placebo will be considered as vaccinated.,Covid-19 trial participants who received the placebo will be considered as vaccinated.,factual,True,False,False
Four million children live below the poverty line.,Four million children live below the poverty line.,factual,True,False,False
"100,000 illegal migrants have been stopped from making the crossing to the UK in the past year.","100,000 illegal migrants have been stopped from making the crossing to the UK in the past year.",misinformation,True,False,False
Young people are finding it harder than ever to own their own home.,Young people are finding it harder than ever to own their own home.,factual,True,False,False
Nine in ten London newborns had at least one parent born overseas in 2015.,Nine in ten London newborns had at least one parent born overseas in 2015.,factual,True,False,False
London has the highest proportion of babies with at least one parent born outside the UK.,London has the highest proportion of babies with at least one parent born outside the UK.,factual,True,False,False
A peer-reviewed research paper says that the new coronavirus has been artificially engineered.,A peer-reviewed research paper says that the new coronavirus has been artificially engineered.,misinformation,True,False,False
"Coronaviruses can live on surfaces for up to 28 days, so you should be careful if you receive a package from China.","Coronaviruses can live on surfaces for up to 28 days, so you should be careful if you receive a package from China.",misinformation,True,False,False
In 1918 Philadelphia ended quarantine to throw a parade for the war effort.,In 1918 Philadelphia ended quarantine to throw a parade for the war effort.,misinformation,True,False,False
"One in four of the most disadvantaged children leave primary school obese, twice the rate for the most advantaged.","One in four of the most disadvantaged children leave primary school obese, twice the rate for the most advantaged.",factual,True,False,False
"1,800 more patients are seen within the four hour A&E standard every single day compared to 2010.","1,800 more patients are seen within the four hour A&E standard every single day compared to 2010.",factual,True,False,False
"Over 200,000 nurses have resigned since 2010.","Over 200,000 nurses have resigned since 2010.",misinformation,True,False,False
Corporation tax rates are higher in the USA than the UK,Corporation tax rates are higher in the USA than the UK,factual,True,False,False
Anti-malaria drug Chloroquine Phosphate is a cure for COVID-19.,Anti-malaria drug Chloroquine Phosphate is a cure for COVID-19.,misinformation,True,False,False
"A majority of 6,200 doctors said hydroxychloroquine is the most effective coronavirus treatment.","A majority of 6,200 doctors said hydroxychloroquine is the most effective coronavirus treatment.",misinformation,True,False,False
Vitamin D treatment for COVID-19 patients can reduce deaths by up to 60%.,Vitamin D treatment for COVID-19 patients can reduce deaths by up to 60%.,misinformation,True,False,False
"Nearly 99% of Covid-19 patients who are vitamin D deficient die, according to a research study.","Nearly 99% of Covid-19 patients who are vitamin D deficient die, according to a research study.",misinformation,True,False,False
The richest 1% of people in the UK own more than twenty times the wealth of the poorest 20% in the UK.,The richest 1% of people in the UK own more than twenty times the wealth of the poorest 20% in the UK.,factual,True,False,False
London's most miserable boroughs revealed to be Greenwich and Lambeth. Redbridge was ranked happiest.,London's most miserable boroughs revealed to be Greenwich and Lambeth. Redbridge was ranked happiest.,misinformation,True,False,False
British youngsters are the “most illiterate” in the developed world.,British youngsters are the “most illiterate” in the developed world.,misinformation,True,False,False
The NHS had a deficit of over £800 million last year and is predicted to have a £2 billion deficit this year.,The NHS had a deficit of over £800 million last year and is predicted to have a £2 billion deficit this year.,factual,True,False,False
"Increasing numbers of people are being referred to the Channel ""deradicalisation"" scheme, including a large proportion under 18.","Increasing numbers of people are being referred to the Channel ""deradicalisation"" scheme, including a large proportion under 18.",factual,True,False,False
"Child poverty increased by 250,000 in a single year under the Conservatives.","Child poverty increased by 250,000 in a single year under the Conservatives.",factual,True,False,False
"In the UK, women earn less than men.","In the UK, women earn less than men.",factual,True,False,False
Almost half of young offenders are from black or ethnic minorities.,Almost half of young offenders are from black or ethnic minorities.,factual,True,False,False
Covid-19 patients have been misdiagnosed as having pneumonia when they actually have a blood clotting condition called disseminated intravascular coagulation.,Covid-19 patients have been misdiagnosed as having pneumonia when they actually have a blood clotting condition called disseminated intravascular coagulation.,misinformation,True,False,False
Four million people have diabetes.,Four million people have diabetes.,factual,True,False,False
1.8 million migrants entered the EU illegally in 2015.,1.8 million migrants entered the EU illegally in 2015.,misinformation,True,False,False
"14 million people are in poverty, which is a record high.","14 million people are in poverty, which is a record high.",misinformation,True,False,False
The unemployment rate is the lowest it’s been for over a decade.,The unemployment rate is the lowest it’s been for over a decade.,factual,True,False,False
A third of teachers leave state education within five years of qualifying according to new figures.,A third of teachers leave state education within five years of qualifying according to new figures.,factual,True,False,False
Mask-wearing causes people to contract bacterial pneumonia.,Mask-wearing causes people to contract bacterial pneumonia.,misinformation,True,False,False
Vaccines don’t stop you getting Covid-19 or spreading it.,Vaccines don’t stop you getting Covid-19 or spreading it.,misinformation,True,False,False
Covid-19 vaccines will change your DNA.,Covid-19 vaccines will change your DNA.,misinformation,True,False,False
"On 16 February 2021, the front page of the Metro newspaper reported on concerns about Covid-19 vaccines.","On 16 February 2021, the front page of the Metro newspaper reported on concerns about Covid-19 vaccines.",misinformation,True,False,False
A study on vitamin D and Covid-19 shows an 80% reduction in need for ICU and a 60% reduction in deaths. The study demonstrates that the clear relationship between vitamin D and Covid mortality is causal.,A study on vitamin D and Covid-19 shows an 80% reduction in need for ICU and a 60% reduction in deaths. The study demonstrates that the clear relationship between vitamin D and Covid mortality is causal.,misinformation,True,False,False
Reports to the Yellow Card scheme suggest that the Covid vaccine from AstraZeneca is not safe.,Reports to the Yellow Card scheme suggest that the Covid vaccine from AstraZeneca is not safe.,misinformation,True,False,False
PCR tests for Covid-19 have a 100% false positive rate.,PCR tests for Covid-19 have a 100% false positive rate.,misinformation,True,False,False
"Last year, Tory MPs promised, budgeted and voted into law a 2.1% pay rise for NHS staff.","Last year, Tory MPs promised, budgeted and voted into law a 2.1% pay rise for NHS staff.",misinformation,True,False,False
Seventeen countries have banned the AstraZeneca vaccine outside of the UK.,Seventeen countries have banned the AstraZeneca vaccine outside of the UK.,misinformation,True,False,False
A second wave of Covid-19 is being planned and the vaccines will kill people.,A second wave of Covid-19 is being planned and the vaccines will kill people.,misinformation,True,False,False
Les vaccins à ARN contre le Covid peuvent rendre infertiles,RNA vaccines against Covid can make you infertile,misinformation,True,False,False
The vaccine could cause women and girls to become infertile.,The vaccine could cause women and girls to become infertile.,misinformation,True,False,False
The “corona vaccine” is not safe or effective.,The “corona vaccine” is not safe or effective.,misinformation,True,False,False
The Covid-19 vaccines in use are poorly tested experimental vaccines.,The Covid-19 vaccines in use are poorly tested experimental vaccines.,misinformation,True,False,False
Mandatory vaccine certificates are being introduced.,Mandatory vaccine certificates are being introduced.,misinformation,True,False,False
A quarter of Covid-19 deaths were not caused by the virus.,A quarter of Covid-19 deaths were not caused by the virus.,factual,True,False,False
Covid-19 vaccines weaken your immune system.,Covid-19 vaccines weaken your immune system.,misinformation,True,False,False
Covid-19 vaccines don’t prevent infection or transmission of the disease.,Covid-19 vaccines don’t prevent infection or transmission of the disease.,misinformation,True,False,False
Covid-19 is not classed as a ‘high consequence infectious disease’.,Covid-19 is not classed as a ‘high consequence infectious disease’.,misinformation,True,False,False
A photo of Hyde Park Corner shows protestors at an anti-lockdown march on 24 April 2021.,A photo of Hyde Park Corner shows protestors at an anti-lockdown march on 24 April 2021.,misinformation,False,True,False
